id,offer_id,creation_date,address1,postal_code1,address2,postal_code2,price,distance,transport_type,route_type
317,17341,2025-09-04,"PGE Energia Ciepła S.A. Oddział Elektrociepłownia w Bydgoszczy,  Energetyczna 1, 85-950 Bydgoszcz","PL 85-010","Ecol, 44-207 Rybnik,  Podmiejska 87 F","PL 44-207",2100.00,442.37,Naczepa,Krajowy
318,17340,2025-09-04,"Final S.A. ul. Koksownicza 9, 42-523 Dąbrowa Górnicza",42-523,"Krompachy, 053 42, Słowacja ( Szczegóły w dok. transportowych )","SK 053 42",1277.67,281.27,Naczepa,Eksport
319,17338,2025-09-04,"Prawtech Sp. z o.o.,  ul. Garbarska 43,  32-340 Wolbrom",32-340,"Landzberg, 83-200 Starogard Gdański  ul. Gdańska 43",83-200,700.00,518.16,Bus,Krajowy
320,17336,2025-09-04,"KK Service, Golina Wielka 18 B, 63-940 Bojanowo","PL 63-940","Świnoujście, adres wg dokumentów","PL 72-600",2000.00,430.51,Solówka,Krajowy
321,17333,2025-09-04,"Katharina Beyer  Schreiberhauer Str. 6  Schwalmstadt 34613,  +49 172 268 5501","DE 34613","SLV Group: Cieśle 1G, 56-400 Oleśnica",56-400,1703.56,680.24,Naczepa,Import
322,17332,2025-09-04,"Zakład produkcji Elementów Budowlanych ''ELWID"" Elżbieta Widuch  ul.Strefowa 16  39-442 Chmielów","PL 39-442","LANDOIA, ul. Marii Gajl 1 26-613 Radom","PL 26-613",600.00,132.11,Bus,Krajowy
323,17330,2025-09-04,"Blejkan Ul. Skórzewska 35, 62-081 Wysogotowo","PL 62-081","Blejkan Construct SRL Braila, strada Piata Uzinei nr. 1, CP 810140 Braila (RO), tel. Ana-Maria Andrei +40 743 517 040Rr","RO 810001",1703.56,1476.29,Naczepa,Eksport
324,17328,2025-09-04,"Unieck 61, 09-136 Unieck",09-136,"PKZ CERAMIKA, 26-800 Białobrzegi ul. Kościelna 108",26-800,700.00,180.43,Naczepa,Krajowy
325,17327,2025-09-04,"ZIDA ul. Lotnicza, 80-297 Miszewo",80-297,"TADEUSZ KOBUS ""ELEKTA"" USŁUGI-HANDEL, 1 Maja PL, 11-300 Biskupiec",11-300,6500.00,,Naczepa,Krajowy
326,17325,2025-09-04,"Final S.A. ul. Koksownicza 9, 42-523 Dąbrowa Górnicza",42-523,"273 24 Velvary ( Szczegóły w dok. transportowych )","CZ 273 24",1362.85,541.49,Naczepa,Eksport
327,17323,2025-09-04,"Stark, Grodziska 22, 05-830 Stara Wieś",05-830,"Morawica 32-084, ""U Jędrusia""",32-084,1250.00,,Naczepa,Krajowy
328,17322,2025-09-04,"PRAWTECH sp. z o.o., ul. Garbarska 43, 32-340 Wolbrom",32-340,"Prandelli Polska, 80-298 Gdańsk, ul. Budowlanych 40",80-298,1000.00,,Bus,Krajowy
329,17320,2025-09-04,"Unterneuses IBC Lager Herbst Niederauer Str. 5 96250 Unterneuses Germany Opening hours: Mo-Fr, 08:30am-03:00pm","DE 96250","""Drumul Garii nr 37A, 075100 Otopeni, Lucian,‪+40761525589‬""","RO 550321",11073.14,1613.81,Naczepa,Kabotaż
330,17318,2025-09-04,"PL 05-090 Puchały, Dip, ul. Centralna 47","PL 05-090","PL 95-040 Koluszki,  Budowlanych 10, Michał Białas T: 509948614","PL 95-040",300.00,118.22,Bus,Krajowy
331,17317,2025-09-04,"""Savino Del Bene ul. Elbląska 110B Hala 5, 80-718 Gdańsk Daria         +48 517 593 991 """,80-718,"UltraPV Mateusz Maciaszczyk Mateusz Maciaszczyk Ul. Boczna 3 , 95-100 Zgierz Tel . 516412539",95-100,1650.00,,Naczepa,Krajowy
332,17316,2025-09-04,"FINAL, MAGAZYN 3, ul. Lubliniecka 35, 42-284 Herby",42-284,"Slatiňany, 538 21 , ( Szczegóły w dok. transportowych )","CZ 538 21",4471.85,,Naczepa,Eksport
333,17314,2025-09-04,"Raben Logistics Polska Centrala, Zbożowa 1, 62-023 Robakowo",62-023,"(lokal MrDIY) CH Turawa Park, ul. Dębowa 1, 46-022 Zawada, Piotr, tel. 570 270 917",46-022,650.00,303.28,Bus,Krajowy
334,17312,2025-09-04,"Elektronika S.A. - Chłodnictwo i Klimatyzacja, Pucka 5, 81-036 Gdynia",81-036,"Nysa (lokal Woolworth) ul. Szlak Chrobrego 3/6, 48-300 Nysa, Paweł, tel. 791 257 559",48-300,1000.00,601.78,Bus,Krajowy
335,17308,2025-09-04,"Galbet Boleszyn 76, 13-324 Grodziczno","PL 13-324","ul. Dworcowa 34, 64-840 Budzyń tel.669 672 512","PL 64-840",1450.00,263.38,Naczepa,Krajowy
336,17307,2025-09-04,"Dabrowent, Aleksandra Krzywca 9, 85-862 Bydgoszcz",85-862,"AL. Grunwaldzka 103, Gdańska Przebudowa Szkoły, tel : 574276483",80-244,450.00,181.40,Bus,Krajowy
337,17303,2025-09-04,"Krakowska 88, 50-427 Wrocław","PL 50-001","PHU STRZECHA Krzysztof Mazur ul. Milowicka 1A 40-312 Katowice","PL 40-002",1400.00,195.53,Naczepa,Krajowy
338,17302,2025-09-04,"Prandelli Polska Sp. z o.o. 80-298 Gdańsk, ul. Budowlanych 40",80-298,"FIRMA ""BEHRENDT""- GRUPA SBS Salon Łazienek - Market Mrówka SZABDA 104 87-300 BRODNICA tel. kont. 604 100 540",87-300,350.00,185.05,Solówka,Krajowy
339,17300,2025-09-04,"SLV Group: Cieśle 1G, 56-400 Oleśnica",56-400,"69-108 Cybinka ( Szczegóły w dok. transportowych )",58-40069-108,700.00,,Solówka,Krajowy
340,17299,2025-09-04,"RF MAH Sp. z o.o. Prawików 3, 56-100 Wołów",56-100,"Nestle Winiary ul. Łódzka 153, 62-800 Kalisz",62-800,850.00,164.39,Solówka,Krajowy
341,17296,2025-09-04,"2kan ul.Rajdowa 10, 05-850 Konotopa","PL 05-850","Centrum Handlowe Forum ul. Lipowa 3, 44-100 Gliwice tel.576 846 182","PL 44-100",1400.00,320.31,Naczepa,Krajowy
342,17295,2025-09-04,"JT Stal, ul. Szyb Walenty 100, 41-700 Ruda Śląska",41-700,"Spawstal Sp. z o.o., Szarych Szeregów 14, 63-000 Środa Wielkopolska, Bartosz Kofel tel : 505 981 539",63-000,900.00,388.41,Naczepa,Krajowy
343,17293,2025-09-04,"RSTECHNOLOGY Adam Rachfał, Jagiełła 323, 37-203 Gniewczyna Łańcucka, Robert Głuszyk t tel.789 037 580",37-203,"RF MAH Sp. z o.o. Prawików 3, 56-100 Wołów",56-100,950.00,515.65,Bus,Krajowy
344,17290,2025-09-03,"Galbet Boleszyn 76, 13-324 Grodziczno","PL 13-324","Ul. Dworcowa 34, 64-840 Budzyń","PL 64-840",1500.00,263.38,Naczepa,Krajowy
345,17288,2025-09-03,"Raben Gniewomierz 181, 59-241 Legnickie Pole","PL 59-241","Lawendowa 3, 58-562 Zachełmie","PL 58-562",600.00,,Bus,Krajowy
346,17286,2025-09-03,"Magazyn Lidla Przemysłowa 2, 62-080 Jankowice (brama 9)","PL 62-080","LIDL Wróblewskiego 4C, 24100 Puławy","PL 24-100",2200.00,481.62,Naczepa,Krajowy
347,17284,2025-09-03,"Mucold ul. Katowicka 156, 43-450 Ustroń","PL 43-450","""ul. Jana Ciszewskiego 15, 02-777 Warszawa Tel.606 586 787 Dla firmy Chłodnictwo Wala na budowie""","PL 02-777",1500.00,375.44,Solówka,Krajowy
348,17282,2025-09-03,"Redconst ul. 1 Maja 202, 44-348 Skrzyszów","PL 44-348","ul. Ogrodowa 31, 62-571 Konin","PL 62-500",1600.00,380.92,Solówka,Krajowy
349,17281,2025-09-03,"SPIROCENT BEATA CENTKOWSKA, Szkolna, 86-022 Borówno",86-022,"CASTORAMA  GNIEZNO, ul. Poznańska, 62 - 200  GNIEZNO, Sebastian Kaczmarski 795859569",04-866,800.00,369.84,Bus,Krajowy
350,17279,2025-09-03,"Savino Del Bene ul. Elbląska 110B Hala 5, 80-718 Gdańsk  Daria         +48 517 593 991","PL 80-001","Agrosolar 15-113 Białystok ""Ul. Władysława Andersa 38 Kontakt: 695-601-602","PL 15-002",2100.00,432.36,Naczepa,Krajowy
351,17276,2025-09-03,"Logwise Voltaweg 41A 3225 MA Hellevoetsluis The Netherlands","NL 3225","MikMa Energi  Lansen 15 9230 Svenstrup","DK 9230",6397.65,952.13,Naczepa,Kabotaż
352,17275,2025-09-03,"Jamalex Sp. z o.o. Przemysłowa 7, 64-130 Rydzyna","PL 64-130","PL 83-331 Widlino, https://maps.app.goo.gl/Z6r3skw1Dx2Nhtkw5  trasa S7 ok 20km od Gdańska","PL 83-331",1800.00,414.86,Naczepa,Krajowy
353,17274,2025-09-03,"Magazyn Lidla Przemysłowa 2, 62-080 Jankowice (brama 9)","PL 62-080","LIDL Tarnogórska 139, 44‑102 Gliwice","PL 44-100",1500.00,,Solówka,Krajowy
354,17273,2025-09-03,"RSTECHNOLOGY Adam Rachfał, Jagiełła 323, 37-203 Gniewczyna Łańcucka, Robert Głuszyk t tel.789 037 580",37-203,"WITPOL, Stodzew 54, 08-441 Stodzew, Damian Włodarczyk tel. 735 433 947",56-100,1450.00,,Naczepa,Krajowy
355,17271,2025-09-03,"SLV Group: Cieśle 1G, 56-400 Oleśnica",56-400,"HR Radnička cesta 204, Zagreb","HR 1000",2559.06,954.98,Bus,Eksport
356,17267,2025-09-03,"""Magazyn ATC Elbląska 120, 80-718 Gdańsk Daria         +48 517 593 991""","PL 80-001","CORPIG -&gt; ul. Konstantego Ciołkowskiego 157A, 15-545 Białystok","PL 15-002",2100.00,432.36,Naczepa,Krajowy
357,17264,2025-09-03,"FINAL, MAGAZYN 3, ul. Lubliniecka 35, 42-284 Herby",42-284,"Grzegorzew, 62-640 ( Szczegóły w dok. transportowych )",62-640,2400.00,241.00,Naczepa,Krajowy
358,17262,2025-09-03,"""Savino Del Bene ul. Elbląska 110B Hala 5, 80-718 Gdańsk Daria         +48 517 593 991 ""","PL 80-001","Ul. Przemysłowa 14, 35-105 Rzeszów 600 420 552 Elżbieta Oczoś""","PL 35-001",2500.00,765.49,Naczepa,Krajowy
359,17261,2025-09-03,"PL 96-515 Gmina Teresin, Orbico, Gaj 1,","PL 96-515","RO 707255 Holboca, ORIGINALS Calea Cristesti Nr.79, 707255 Holboca","RO 707255",5757.89,1012.01,Naczepa,Eksport
360,17260,2025-09-03,"""Magazyn ATC Elbląska 120, 80-718 Gdańsk Daria  +48 517 593 991 ""","PL 80-001","HYMON - Czysta 9, 33-100 Tarnów","PL 33-100",2450.00,673.87,Naczepa,Krajowy
361,17258,2025-09-03,"Magazyn Lidla Przemysłowa 2, 62-080 Jankowice (brama 9)","PL 62-080","LIDL Prusicka 16, 55‑100 Trzebnica","PL 55-100",1600.00,,Solówka,Krajowy
362,17257,2025-09-03,"""Magazyn ATC Elbląska 120, 80-718 Gdańsk Daria  +48 517 593 991 ""","PL 80-001","HYMON - Czysta 9, 33-100 Tarnów","PL 90-002",1500.00,332.48,Naczepa,Krajowy
363,17255,2025-09-03,"Final S.A. ul. Koksownicza 9, 42-523 Dąbrowa Górnicza",42-523,"549 31 Hronov, Czechy ( Szczegóły w dok. transportowych )","CZ 549 31",1961.95,,Naczepa,Eksport
364,17254,2025-09-03,"PL 61-249 Poznań, Dip, ul. Sarbinowska 2","PL 61-249","PL 83-021 Przejazdowo, Dip, ul. Kasztanowa 5 B","PL 83-021",300.00,313.60,Bus,Krajowy
365,17251,2025-09-03,"PL 05-090 Puchały, Dip, ul. Centralna 47, kontakt: tel.790273253","PL 05-090","PL 21-002 Marysin, Dip, ul. Szarugi 120, kontakt: tel. 724863183","PL 21-002",1400.00,170.50,Solówka,Krajowy
366,17250,2025-09-03,"Final S.A. ul. Koksownicza 9, 42-523 Dąbrowa Górnicza",42-523,"Popůvky, Czechy ( Szczegóły w dok. transportowych )","CZ 78345",4051.85,,Naczepa,Eksport
367,17248,2025-09-03,"Caldo Wrocław ul. Jerzmanowska 19, 54-530 Wrocław",54-530,"Galeria Gwiezdna, ul. Gwiezdna 4, 59-220 Legnica, Kontakt: Krzysztof 533 018 696",59-220,270.00,78.31,Bus,Krajowy
368,17244,2025-09-03,"Roko, Piotrów 77, 62-812 Jastrzębniki",62-812,"Gospodarstwo Mielewczyk , 83-304 Kobysewo , ul.Długa Ryga  51 A",43-229,1000.00,,Naczepa,Krajowy
369,17241,2025-09-03,"Magazyn Lidla Przemysłowa 2, 62-080 Jankowice (brama 9)","PL 62-080","LIDL Unii Lubelskiej 77, 37-600 Lubaczów","PL 37-600",2500.00,718.08,Solówka,Krajowy
370,17240,2025-09-02,"Magazyn Lidla Przemysłowa 2, 62-080 Jankowice (brama 9)","PL 62-080","LIDL Wróblewskiego 4C, 24‑100 Puławy","PL 24-100",2000.00,481.62,Solówka,Krajowy
